platform,source_url,komentar
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Wilayah Kota Metro sekarang, pada waktu itu termasuk Metro Ken yang terbagi dalam beberapa Gun, Son, Marga-marga, dan Kampung-kampung. Ken dikepalai oleh Kenco, Gun dikepalai oleh Gunco, Son dikepalai oleh Sonco, Marga dikepalai oleh seorang Margaco, sedangkan Kampung dikepalai oleh Kepala Kampung.
Selama perang kemerdekaan Indonesia, Belanda berusaha untuk merebut kembali Metro. Ketika mereka pertama kali tiba, mereka tidak dapat masuk jembatan ke kota Tempuran karena telah dihancurkan oleh pasukan 26 TNI di bawah komando Letnan Dua (Letda) Bursyah; konvoi Belanda terpaksa mundur. Namun, hari berikutnya Belanda kembali dalam jumlah yang lebih besar dan menyerang dari Tegineneng, akhirnya memasuki kota dan menewaskan 3 tentara Indonesia.[23] Untuk mengenang peristiwa ini, dibangunlah sebuah monumen di Tempuran, Lampung Tengah, tepatnya di pintu masuk Kota Metro."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Setelah Indonesia merdeka dan dengan berlakunya pasal 2 Peraturan Peralihan UUD 1945, maka Metro Ken menjadi Kabupaten Lampung Tengah termasuk Kota Metro di dalamnya. Berdasarkan Ketetapan Residen Lampung No. 153/ D/1952 tanggal 3 September 1952 yang kemudian diperbaiki pada tanggal 20 Juli 1956 ditetapkan:"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Dengan dihapuskannya Pemerintahan Marga maka sekaligus sebagai nantinya dibentuk Pemerintahan Negeri. Pemerintahan Negeri terdiri dari seorang Kepala Negeri dan Dewan Negeri, Kepala Negeri dipilih oleh anggota Dewan Negeri dan para Kepala Kampung. Negeri Metro dengan pusat pemerintahan di Metro (dalam Kecamatan Metro)."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Dalam praktik, dirasakan kurangnya keserasian antara pemerintahan, keadaan ini menyulitkan pelaksanaan tugas pemerintahan oleh sebab itu Gubernur Kepala Daerah Tingkat I Lampung pada tahun 1972 mengambil kebijaksanaan untuk secara bertahap Pemerintahan Negeri dihapus, sedangkan hak dan kewajiban Pemerintahan Negeri beralih kepada kecamatan setempat."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Sejarah kelahiran Kota Metro bermula dengan dibangunnya sebuah induk desa baru yang diberi nama Trimurjo. Dibangunnya desa ini dimaksudkan untuk menampung sebagian dari kolonis yang didatangkan oleh perintah Hindia Belanda pada tahun 1934 dan 1935, serta untuk menampung kolonis-kolonis yang akan didatangkan berikutnya. Pada zaman pelaksanaan kolonisasi selain Metro, juga terbentuk onder distrik yaitu Pekalongan, Batanghari, Sekampung, dan Trimurjo. Kelima onder distrik ini mendapat rencana pengairan teknis yang bersumber dari Way sekampung yang pelaksanaannya dilaksanakan oleh para kolonisasi-kolonisasi yang sudah bermukim di onder distrik yang biasa disebut bedeng-bedeng dimulai dari Bedeng 1 bertempat di Trimurjo dan Bedeng 67 di Sekampung, yang kemudian nama bedeng tersebut diberi nama, contohnya Bedeng 21, Yosodadi."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kedatangan kolonis pertama di desa Trimurjo yaitu pada hari Sabtu tanggal 4 April 1936 yang ditempatkan pada bedeng-bedeng kemudian diberi penomoran kelompok bedeng, dan sampai saat ini istilah penomorannya masih populer dan masih dipergunakan oleh masyarakat Kota Metro pada umumnya."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Jika datang ke Kote Metro dan desa di kabupaten sekitar kota ini lebih mudah menemukan daerah dengan istilah angka-angka/bedeng, yaitu:"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,Bedeng di Kota Metro kini sering disebut juga dengan sebutan Distrik yang membuat semakin menguatkan akan kentalnya sejarah bekas kolonisasi penjajahan Belanda di kota ini. Di Kota Metro banyak masyarakat yang menyebutkan nomor bedeng/distrik tersebut dikarenakan lebih mudah dan familiar.
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Setelah ditempati oleh para kolonis dari pulau Jawa, daerah bukaan baru yang termasuk dalam kewedanaan Sukadana yaitu Marga Unyi dan Buay Nuban ini berkembang dengan pesat. Daerah ini menjadi semakin terbuka dan penduduk kolonis pun semakin bertambah, sementara kegiatan perekonomian mulai tambah dan berkembang."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Berdasarkan keputusan rapat Dewan Marga tanggal 17 Mei 1937 daerah kolonisasi ini diberikan kepada saudaranya yang menjadi koloni dengan melepaskannya dari hubungan marga. Dan pada Hari selasa tanggal 9 Juni 1937 nama desa Trimurjo diganti dengan nama Metro. Tanggal 9 Juni inilah yang menjadi dasar penetapan Hari Jadi Kota Metro, sebagaimana yang telah dituangkan dalam perda Nomor 11 Tahun 2002 tentang Hari Jadi Kota Metro."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Sebelum menjadi kota administratif pada tahun 1986, Metro berstatus kecamatan yakni kecamatan Metro Raya dengan 6 (enam) kelurahan dan 11 (sebelas) desa. Adapun 6 kelurahan itu adalah:"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,Sedangkan 11 desa tersebut adalah:
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,Atas dasar Peraturan Pemerintah No. 34 tahun 1986 tanggal 14 Agustus 1986 dibentuk Kota Administratif Metro yang terdiri dari Kecamatan Metro Raya dan Bantul yang diresmikan pada tanggal 9 September 1987 oleh Menteri Dalam Negeri.
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Pada perkembangannya, 5 desa di sebelah selatan aliran Sungai/Way Sekampung dibentuk menjadi sebuah kecamatan baru, yaitu Kecamatan Metro Kibang dan dimasukkan ke dalam wilayah pembantu Bupati Lampung Tengah wilayah Sukadana (sekarang masuk menjadi Kabupaten Lampung Timur)."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Dengan kondisi dan potensi yang cukup besar serta ditunjang dengan sarana dan prasarana yang memadai, Kotif Metro tumbuh pesat sebagai pusat perdagangan, pendidikan, kebudayaan dan juga pusat pemerintahan, maka sewajarnyalah dengan kondisi dan potensi yang ada tersebut Kotif Metro ditingkatkan statusnya menjadi Kotamadya Metro."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Harapan memperoleh Otonomi Daerah terjadi pada tahun 1999, dengan dibentuknya Kota Metro sebagai daerah otonom berdasarkan Undang-undang Nomor 12 Tahun 1999 yang diundangkan tanggal 20 April 1999 dan diresmikan pada tanggal 27 April 1999 di Jakarta bersama-sama dengan Kota Dumai (Riau), Kota Cilegon (Jawa Barat kemudian Banten), Kota Depok (Jawa Barat), Kota Banjarbaru (Kalsel), dan Kota Ternate (Maluku Utara)."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kota Metro pada saat diresmikan terdiri dari 2 kecamatan, yang masing-masing adalah sebagai berikut:"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kecamatan Metro Raya, membawahi:"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kecamatan Bantul, membawahi:"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kota Metro terbagi atas 5 kecamatan berdasarkan Peraturan Daerah Kota Metro Nomor 25 Tahun 2000 tentang Pemekaran Kelurahan dan Kecamatan di Kota Metro, wilayah administrasi pemerintahan Kota Metro dimekarkan menjadi 5 kecamatan yang meliputi 22 kelurahan."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,Kota Metro memiliki batas-batas wilayah sebagai berikut:
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Berdasarkan karakteristik topografinya, Kota Metro merupakan wilayah yang relatif datar dengan kemiringan <6°, tekstur tanah lempung dan liat berdebu, berstruktur granular serta jenis tanah podzolik merah kuning dan sedikit berpasir. Sedangkan secara geologis, wilayah Kota Metro di dominasi oleh batuan endapan gunung berapi jenis Qw."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Wilayah Kota Metro yang berada di selatan Garis Khatulistiwa pada umumnya beriklim muson tropis dengan dua musim yakni musim penghujan dan musim kemarau. Kecepatan angin rata-rata di wilayah ini adalah 70 km/hari. Ketinggian wilayah berkisar antara 25–60 m dari permukaan laut (dpl), suhu udara antara 26 °C 34 °C, kelembaban udara 80%-91% dan rata-rata curah hujan per tahun 2.000 sampai dengan 3.000 mm."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Pola penggunaan lahan di Kota Metro secara garis besar dikelompokan ke dalam dua jenis penggunaan, yaitu lahan terbangun (build up area) dan tidak terbangun. Lahan terbangun terdiri dari kawasan pemukiman, fasilitas umum, fasilitas sosial, fasilitas perdagangan dan jasa, sedangkan lahan tidak terbangun terdiri dari persawahan, perladangan, dan penggunaan lain-lain."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kawasan tidak terbangun di Kota Metro didominasi oleh persawahan dengan sistem irigasi teknis yang mencapai 2.982,15 hektar atau 43,38% dari luas total wilayah. Selebihnya adalah lahan kering pekarangan sebesar 1.198,68 hektar, tegalan 94,49 hektar, dan sawah non irigasi sebesar 41,50 hektar"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Dengan alasan historis, kota Metro menegaskan dukungan sepenuhnya atas ekspansi hingga ke Kecamatan Punggur (Lampung Tengah), Pekalongan (Lampung Timur), Trimurjo (Lampung Tengah), dan Metrokibang (Lampung Timur).[26] Namun pihak Lampung Tengah menunggu izin dari pemerintah pusat untuk menyerahkan beberapa kecamatannya.[27]"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,Qomaru Zaman
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,M Rafieq Adi Pradana
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,Berikut ini adalah komposisi anggota DPRD Kota Metro dalam tiga periode terakhir.
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kota Metro dibentuk berdasarkan Undang-undang Nomor 12 Tahun 1999 yang peresmiannya dilakukan di Jakarta pada tanggal 27 April 1999. Struktur Organisasi Pemerintah Kota Metro pada mulanya dibentuk melalui Peraturan Daerah Nomor 1 Tahun 2001 yang terdiri dari 9 Dinas Otonom Daerah, yaitu: 10 Bagian Sekretariat Daerah, 4 Badan dan 2 Kantor. Dalam perkembangan berikutnya, dengan terbitnya Peraturan Pemerintah Nomor 8 Tahun 2003, Pemerintah Daerah Kota Metro melakukan penataan organisasi Perangkat Daerah sebagaimana diatur dalam Perda Nomor 3 Tahun 2003 tentang Pembentukan Susunan Organisasi dan Tata Kerja Perangkat Daerah."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kota Metro terdiri dari 5 kecamatan dan 22 kelurahan. Pada tahun 2017, jumlah penduduknya mencapai 165.368 jiwa dengan luas wilayah 61,79 km² dan sebaran penduduk 2.676 jiwa/km².[38][39]"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Daftar kecamatan dan kelurahan di Kota Metro, adalah sebagai berikut:"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Berdasarkan sensus BPS, kota ini memiliki populasi penduduk sebanyak 160,729 jiwa (sensus 2016),[2] dengan luas wilayah sekitar 68,74 km2."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Di Kota Metro memiliki masyarakat yang terdiri dari pemeluk agama Islam, Kristen Protestan, Katolik, Buddha, Hindu, dan Konghucu."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Mayoritas penduduk kota Metro berasal dari etnis Jawa. Etnis berikutnya yang cukup mudah ditemui di Kota Metro yaitu Suku Lampung, Suku Sunda, Suku Ogan, Suku Semendo, Suku Batak, Suku Minang, Suku Palembang, Etnis Melayu dan Etnis Tionghoa. Etnis Jawa di Kota Metro tersebar di hampir semua kawasan kota dan umumnya telah membaur dengan etnis lain sejak masa kolonialisme."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Masyarakat Metro yang plural menggunakan berbagai bahasa seperti bahasa setempat yang disebut Bahasa Lampung dan beberapa bahasa daerah lainnya seperti Bahasa Jawa, Bahasa Minang, Bahasa Sunda namun umumnya masyarakat menggunakan Bahasa Indonesia. Program kolonisasi yang dilakukan Belanda terhadap transmigran dari jawa serta pembukaan lahan yang dilakukan oleh kolonis yang dibawa oleh Belanda tersebut, membuat di Kota Metro banyak dijumpai Bahasa Indonesia dan Bahasa Jawa sebagai bahasa sehari-hari.[butuh rujukan]"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Walaupun Kota Metro merupakan kota kecil, tetapi event dan acara besar sering ditemui setiap tahunnya. Selain mempromosikan Kota Metro,Event ini juga dimanfaatkan sebagai destinasi wisata daerah."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,Metro Fair adalah pameran tahunan yang ada di Kota Metro. Metro Fair biasanya berlangsung selama satu minggu penuh atau lebih dari awal Juni untuk memperingati hari jadi Kota Metro.
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Metro Fair pertama diadakan pada tahun 2000. Sampai saat ini setiap tahun penyelenggaraannya tidak pernah terputus. Dari 2000 sampai 2016 Metro Fair sering berlangsung di Lapangan Samber. Namun dalam beberapa tahun yang lalu, Metro Fair pernah diadakan di Stadion Tejosari, 24 Metro Timur tetapi pengunjung yang datang sedikit akibat jarak tempuh yang jauh dan kurangnya akomodasi angkutan umum ke tempat acara."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Ajang MTQ sudah lama ada di Kota Metro. Kota Metro pernah menjadi tuan rumah MTQ Provinsi Lampung ke 43.[41] Ajang MTQ Kota Metro tidak hanya lagu yang dilombakan, juga termasuk cerdas cermat, pidato, kaligrafi, dan lain sebagainya.MTQ juga diselenggarakan antar dan di dalam instansi tertentu."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Nama Festival Putri Nuban (FPN) mulai dikenalkan sejak tahun 2013, ketika Kota Metro genap berusia 76 tahun. Festival ini turut merayakan hari ulang tahun Kota Metro yang biasanya digelar setiap tanggal 9 Juni yang disebut Metro Fair. Penamaan Nuban sendiri berasal dari nama keresidenan/marga yang memberikan sebagian wilayahnya (termasuk Keresidenan Sukadana) kepada kolonis pada masa penjajahan dahulu sebagai pengingat jasa dan kerendahan hati kebuayan nuban kepada kolonis yang datang di bumi Lampung."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Keripik pisang merupakan oleh-oleh khas Lampung yang dijual di Yosodadi, Distrik 21 Metro Timur, Supermarket lokal, serta deretan Toko oleh-oleh di Distrik 21. Perbedaan dari keripik pisang khas lampung lainnya dengan Kota Metro yaitu jenis keripik yang sekali makan (Bit size) dan berpori (berlubang lubang) seperti waffle dengan rasa yang bermacam-macam, contohnya yang paling populer yaitu keripik pisang rasa coklat, original, keju, susu, melon, moka, dan lain-lain dengan berbagai merk dan kemasan."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Kemplang merupakan sebuah jenis kerupuk yang digoreng dengan pasir atau dipanggang yang menimbulkan rasa khas. Kemplang dapat dijumpai di daerah Distrik 22a tepatnya Kelurahan Hadimulyo Timur dan Distrik 15b Timur, Kelurahan Imopuro Metro Pusat."
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Mata pencaharian penduduk Kota Metro pada tahun 2005 bergerak pada sektor pemerintahan (28,56%), sektor perdagangan (28,18), sektor pertanian (23,97%), transportasi dan komunikasi (9,84%) serta konstruksi (5,63%).[butuh rujukan]"
Media Sosial,https://id.wikipedia.org/wiki/Kota_Metro,"Sebagai Kota Pendidikan, Kota Memiliki fasilitas pendidikan yang mendukung dan sangat baik[kenetralan diragukan]"
